# assembly_accession	taxid	species_taxid	organism_name	ftp_path	superkingdom	phylum	class	order	family	genus	species	infraspecific_name
GCF_000785495.1	2045	2045	Pimelobacter simplex	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/785/495/GCF_000785495.1_ASM78549v1	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Pimelobacter	Pimelobacter simplex	strain=VKM Ac-2033D
GCF_001698225.1	2055	2055	Gordonia terrae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/698/225/GCF_001698225.1_ASM169822v1	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Gordoniaceae	Gordonia	Gordonia terrae	strain=3612
GCF_001547975.1	2094	2094	Mycoplasma arginini	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/547/975/GCF_001547975.1_ASM154797v1	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma arginini	strain=HAZ145_1
GCF_000695835.1	2113	2113	Mycoplasma californicum	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/695/835/GCF_000695835.1_ASM69583v1	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma californicum	strain=ST-6
GCF_001886855.1	2133	2133	Spiroplasma citri	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/886/855/GCF_001886855.1_ASM188685v1	Bacteria	Tenericutes	Mollicutes	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	Spiroplasma citri	strain=R8-A2
GCF_000763575.1	2325	2325	Thermoanaerobacter kivui	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/763/575/GCF_000763575.1_ASM76357v1	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter	Thermoanaerobacter kivui	strain=DSM 2030; LKT-1
GCF_000317615.1	13035	292566	Dactylococcopsis salina PCC 8305	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/317/615/GCF_000317615.1_ASM31761v1	Bacteria	Cyanobacteria	NA	Synechococcales	Synechococcaceae	Dactylococcopsis	Dactylococcopsis salina	strain=PCC 8305
GCF_001941465.1	28028	28028	Corynebacterium flavescens	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/941/465/GCF_001941465.1_ASM194146v1	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium flavescens	strain=OJ8
GCF_000724775.3	28031	28031	Lysinibacillus fusiformis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/724/775/GCF_000724775.3_ASM72477v3	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Lysinibacillus	Lysinibacillus fusiformis	strain=RB-21
GCF_002224425.1	28038	28038	Lactobacillus curvatus	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/224/425/GCF_002224425.1_ASM222442v1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus curvatus	strain=MRS6
GCF_900086555.1	28091	28091	Neisseria weaveri	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/086/555/GCF_900086555.1_34903_D01	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria weaveri	strain=NCTC13585
GCF_000959725.1	28095	28095	Burkholderia gladioli	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/959/725/GCF_000959725.1_ASM95972v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia gladioli	strain=ATCC 10248
GCF_001314995.1	28116	28116	Bacteroides ovatus	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/314/995/GCF_001314995.1_ASM131499v1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus	strain=ATCC 8483
GCF_000982825.1	28141	28141	Cronobacter sakazakii	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/982/825/GCF_000982825.1_ASM98282v1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cronobacter	Cronobacter sakazakii	strain=ATCC 29544
GCF_000801275.2	28173	28173	Vibrio nigripulchritudo	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/801/275/GCF_000801275.2_ASM80127v1	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio nigripulchritudo	strain=SFn1
GCF_001720485.1	28258	28258	Cobetia marina	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/720/485/GCF_001720485.1_ASM172048v1	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Cobetia	Cobetia marina	strain=JCM 21022
GCF_002080395.1	28898	28898	Campylobacter helveticus	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/080/395/GCF_002080395.1_ASM208039v1	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter helveticus	strain=ATCC 51209
GCF_002074155.1	29341	29341	Clostridium argentinense	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/074/155/GCF_002074155.1_ASM207415v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium argentinense	strain=89G
GCF_000953215.1	29343	29343	[Clostridium] cellulosi	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/953/215/GCF_000953215.1_DG5	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	[Clostridium] cellulosi	
GCF_001636015.1	29433	29433	Moraxella ovis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/636/015/GCF_001636015.1_ASM163601v1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	Moraxella ovis	strain=199/55
GCF_000964565.1	29486	29486	Yersinia ruckeri	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/964/565/GCF_000964565.1_ASM96456v1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia ruckeri	strain=Big Creek 74
GCF_001922545.1	29519	29519	Borreliella garinii	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/922/545/GCF_001922545.1_ASM192254v1	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Borreliaceae	Borreliella	Borreliella garinii	strain=CIP 103362
GCF_001888165.1	29542	29542	Pelobacter acetylenicus	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/888/165/GCF_001888165.1_ASM188816v1	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Pelobacter	Pelobacter acetylenicus	strain=DSM 3246
GCF_000828855.1	29554	29554	Mycoplasma canadense	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/828/855/GCF_000828855.1_ASM82885v1	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma canadense	strain=HAZ360_1
GCF_000069225.1	31964	28447	Clavibacter michiganensis subsp. sepedonicus	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/069/225/GCF_000069225.1_ASM6922v1	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Clavibacter	Clavibacter michiganensis	strain=ATCC 33113
GCF_000800295.1	33033	33033	Parvimonas micra	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/800/295/GCF_000800295.1_ASM80029v1	Bacteria	Firmicutes	Tissierellia	Tissierellales	Peptoniphilaceae	Parvimonas	Parvimonas micra	strain=KCOM 1535; ChDC B708
GCF_001314325.1	33050	33050	Sphingopyxis macrogoltabida	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/314/325/GCF_001314325.1_ASM131432v1	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	Sphingopyxis macrogoltabida	strain=203
GCF_001641005.1	33888	33888	Rathayibacter tritici	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/641/005/GCF_001641005.1_ASM164100v1	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Rathayibacter	Rathayibacter tritici	strain=NCPPB 1953
GCF_001610955.1	33941	33941	Geobacillus thermoleovorans	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/610/955/GCF_001610955.1_ASM161095v1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	Geobacillus thermoleovorans	strain=KCTC 3570
GCF_001273795.1	33989	33989	Rickettsia amblyommatis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/273/795/GCF_001273795.1_ASM127379v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia amblyommatis	strain=Ac37
GCF_001553955.1	34062	34062	Moraxella osloensis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/553/955/GCF_001553955.1_ASM155395v1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella	Moraxella osloensis	strain=CCUG 350
GCF_000953195.1	35623	35623	Acholeplasma oculi	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/953/195/GCF_000953195.1_Acholeplasma_oculi_strain_19L	Bacteria	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Acholeplasma	Acholeplasma oculi	
GCF_000980835.1	35755	35755	Corynebacterium kutscheri	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/980/835/GCF_000980835.1_ASM98083v1	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium kutscheri	strain=DSM 20755
GCF_001974985.1	36805	36805	Microbacterium aurum	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/974/985/GCF_001974985.1_ASM197498v1	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium aurum	strain=KACC 15219
GCF_000069185.1	36809	36809	Mycobacteroides abscessus	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/069/185/GCF_000069185.1_ASM6918v1	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacteroides	Mycobacteroides abscessus	
GCF_000008885.1	36870	51229	Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/008/885/GCF_000008885.1_ASM888v1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Wigglesworthia	Wigglesworthia glossinidia	
GCF_001182745.1	37329	37329	Nocardia farcinica	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/182/745/GCF_001182745.1_NCTC11134	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia farcinica	strain=NCTC11134
GCF_001865855.1	37332	37332	Nocardia seriolae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/865/855/GCF_001865855.1_ASM186585v1	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia	Nocardia seriolae	strain=EM150506
GCF_001999985.1	37372	37372	Helicobacter bilis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/999/985/GCF_001999985.1_ASM199998v1	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter bilis	strain=AAQJH
GCF_001577305.1	37927	37927	Sinomonas atrocyanea	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/577/305/GCF_001577305.1_ASM157730v1	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Sinomonas	Sinomonas atrocyanea	strain=KCTC 3377
GCF_002209185.2	38289	38289	Corynebacterium jeikeium	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/209/185/GCF_002209185.2_ASM220918v2	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium jeikeium	strain=FDAARGOS_328
GCF_001278075.1	38300	38300	Streptomyces pristinaespiralis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/278/075/GCF_001278075.1_ASM127807v1	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces pristinaespiralis	strain=HCCB 10218
GCF_001717505.1	39950	39950	Dialister pneumosintes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/717/505/GCF_001717505.1_ASM171750v1	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae	Dialister	Dialister pneumosintes	strain=F0677
GCF_001719165.1	39960	39960	Erythrobacter litoralis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/719/165/GCF_001719165.1_ASM171916v1	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Erythrobacter	Erythrobacter litoralis	strain=DSM 8509
GCF_000026605.1	40041	1336	Streptococcus equi subsp. zooepidemicus	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/026/605/GCF_000026605.1_ASM2660v1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus equi	strain=H70
GCF_001941805.1	40215	40215	Acinetobacter junii	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/941/805/GCF_001941805.1_ASM194180v1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter junii	strain=65
GCF_000828835.1	40754	40754	Thioploca ingrica	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/828/835/GCF_000828835.1_ASM82883v1	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Thioploca	Thioploca ingrica	
GCF_002208825.2	41276	41276	Brevundimonas vesicularis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/208/825/GCF_002208825.2_ASM220882v2	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas	Brevundimonas vesicularis	strain=FDAARGOS_289
GCF_001273775.1	42253	42253	Nitrospira moscoviensis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/273/775/GCF_001273775.1_ASM127377v1	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	Nitrospira moscoviensis	strain=NSP M-1
GCF_000661895.1	42256	42256	Rubrobacter radiotolerans	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/661/895/GCF_000661895.1_ASM66189v1	Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteraceae	Rubrobacter	Rubrobacter radiotolerans	strain=RSPS-4
GCF_001597285.1	43263	43263	Pseudomonas alcaligenes	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/597/285/GCF_001597285.1_ASM159728v1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas alcaligenes	strain=NEB 585
GCF_001750165.1	43657	43657	Pseudoalteromonas luteoviolacea	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/750/165/GCF_001750165.1_ASM175016v1	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas luteoviolacea	strain=S4054249
GCF_001482385.1	43658	43658	Pseudoalteromonas rubra	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/482/385/GCF_001482385.1_ASM148238v1	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas rubra	strain=SCSIO 6842
GCF_002208135.1	43662	43662	Pseudoalteromonas piscicida	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/208/135/GCF_002208135.1_ASM220813v1	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas piscicida	strain=DE2-B
GCF_000756615.1	44251	44251	Paenibacillus durus	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/756/615/GCF_000756615.1_ASM75661v1	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus durus	strain=DSM 1735
GCF_001007935.1	44574	44574	Nitrosomonas communis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/007/935/GCF_001007935.1_ASM100793v1	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas	Nitrosomonas communis	strain=Nm2
GCF_001455205.1	44577	44577	Nitrosomonas ureae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/455/205/GCF_001455205.1_ASM145520v1	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonas	Nitrosomonas ureae	strain=Nm10
GCF_001553605.1	44742	44742	Desulfovibrio fairfieldensis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/553/605/GCF_001553605.1_ASM155360v1	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio fairfieldensis	strain=CCUG 45958
GCF_001553545.1	45243	45243	Capnocytophaga haemolytica	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/553/545/GCF_001553545.1_ASM155354v1	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga haemolytica	strain=CCUG 32990
GCF_001298525.1	45610	45610	Psychrobacter urativorans	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/298/525/GCF_001298525.1_ASM129852v1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter urativorans	strain=R10.10B
GCF_001685465.1	45658	45658	Vibrio scophthalmi	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/685/465/GCF_001685465.1_ASM168546v1	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio scophthalmi	strain=VS-12
GCF_002222615.2	47678	47678	Bacteroides caccae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/222/615/GCF_002222615.2_ASM222261v2	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides caccae	strain=ATCC 43185
GCF_001729485.1	47763	47763	Streptomyces lydicus	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/729/485/GCF_001729485.1_ASM172948v1	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces lydicus	strain=103
GCF_001006005.1	47917	47917	Serratia fonticola	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/006/005/GCF_001006005.1_ASM100600v1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia fonticola	strain=DSM 4576
GCF_001900245.1	48003	48003	Mycoplasma pullorum	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/245/GCF_001900245.1_ASM190024v1	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma pullorum	strain=B359_6
GCF_001705565.1	48664	48664	Xanthomonas fragariae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/705/565/GCF_001705565.1_ASM170556v1	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas fragariae	
GCF_002224645.1	51515	51515	Dehalobacterium formicoaceticum	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/224/645/GCF_002224645.1_ASM222464v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Dehalobacterium	Dehalobacterium formicoaceticum	strain=DMC
GCF_001611135.1	51663	51663	Pediococcus damnosus	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/611/135/GCF_001611135.1_ASM161113v1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Pediococcus damnosus	strain=TMW 2.1535
GCF_001314245.2	52242	52242	Lactobacillus gallinarum	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/314/245/GCF_001314245.2_ASM131424v2	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus gallinarum	strain=HFD4
GCF_001262055.1	52773	52773	Schaalia meyeri	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/262/055/GCF_001262055.1_ASM126205v1	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Schaalia	Schaalia meyeri	strain=W712
GCF_002163585.1	53336	53336	Tatumella citrea	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/163/585/GCF_002163585.1_ASM216358v1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Tatumella	Tatumella citrea	strain=DSM 13699
GCF_001654435.1	53408	53408	Pseudomonas citronellolis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/654/435/GCF_001654435.1_ASM165443v1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas citronellolis	strain=SJTE-3
GCF_001702135.1	53444	53444	Lactobacillus lindneri	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/702/135/GCF_001702135.1_ASM170213v1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus lindneri	strain=TMW 1.481
GCF_001443625.1	54571	54571	Streptomyces venezuelae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/443/625/GCF_001443625.1_ASM144362v1	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces venezuelae	strain=ATCC 15439
GCF_000317105.1	56110	118323	Oscillatoria acuminata PCC 6304	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/317/105/GCF_000317105.1_ASM31710v1	Bacteria	Cyanobacteria	NA	Oscillatoriales	Oscillatoriaceae	Oscillatoria	Oscillatoria acuminata	strain=PCC 6304
GCF_000815185.1	56458	56458	Xanthomonas sacchari	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/815/185/GCF_000815185.1_ASM81518v1	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas sacchari	strain=R1
GCF_000013405.1	56780	316277	Syntrophus aciditrophicus SB	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/013/405/GCF_000013405.1_ASM1340v1	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Syntrophus	Syntrophus aciditrophicus	strain=SB
GCF_001880325.1	56956	56956	Thermus brockianus	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/880/325/GCF_001880325.1_ASM188032v1	Bacteria	Deinococcus-Thermus	Deinococci	Thermales	Thermaceae	Thermus	Thermus brockianus	strain=GE-1
GCF_000146505.1	59374	833	Fibrobacter succinogenes subsp. succinogenes S85	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/146/505/GCF_000146505.1_ASM14650v1	Bacteria	Fibrobacteres	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	Fibrobacter	Fibrobacter succinogenes	strain=S85
GCF_000724605.1	59505	59505	Actinotignum schaalii	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/724/605/GCF_000724605.1_ASM72460v1	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinotignum	Actinotignum schaalii	strain=CCUG 27420
GCF_000011465.1	59919	1219	Prochlorococcus marinus subsp. pastoris str. CCMP1986	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/011/465/GCF_000011465.1_ASM1146v1	Bacteria	Cyanobacteria	NA	Synechococcales	Prochloraceae	Prochlorococcus	Prochlorococcus marinus	strain=MED4
GCF_000012465.1	59920	1219	Prochlorococcus marinus str. NATL2A	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/012/465/GCF_000012465.1_ASM1246v1	Bacteria	Cyanobacteria	NA	Synechococcales	Prochloraceae	Prochlorococcus	Prochlorococcus marinus	strain=NATL2A
GCF_001678945.1	60890	60890	Phaeobacter gallaeciensis	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/678/945/GCF_001678945.1_ASM167894v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Phaeobacter	Phaeobacter gallaeciensis	strain=JL2886
GCF_001902315.1	61015	61015	Staphylococcus succinus	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/902/315/GCF_001902315.1_ASM190231v1	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus succinus	strain=14BME20
GCF_000967915.1	61635	61635	Acholeplasma brassicae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/967/915/GCF_000967915.1_ASM96791v1	Bacteria	Tenericutes	Mollicutes	Acholeplasmatales	Acholeplasmataceae	Acholeplasma	Acholeplasma brassicae	strain=O502
GCF_000757785.1	61647	61647	Pluralibacter gergoviae	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/757/785/GCF_000757785.1_ASM75778v1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Pluralibacter	Pluralibacter gergoviae	strain=FB2
GCF_001572725.1	61652	61652	Serratia rubidaea	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/572/725/GCF_001572725.1_ASM157272v1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia rubidaea	strain=1122
GCF_000973105.1	63186	63186	Zobellia galactanivorans	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/973/105/GCF_000973105.1_ASM97310v1	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Zobellia	Zobellia galactanivorans	strain=DsiJT
